X173_DE_time,X173_FE_time,X173RPM
0.14437629263602325,-0.014103178426264264,1796.0
0.16566029263602322,-0.0395795420626279,
0.1740069593026899,-0.032799542062627904,
0.1589829593026899,-0.011021360244446082,
0.1272656259693566,0.03849318521009936,
0.07968962596935658,0.042602276119190284,
0.02376695930268992,0.02883682157373573,
-0.02380904069731008,-0.024375905698991538,
-0.07472370736397674,-0.052728632971718814,
-0.11645704069731008,-0.03567590569899154,
-0.1494263740306434,-0.02067772388080972,
-0.15902504069731008,0.015071367028281185,
-0.14608770736397675,0.03705500339191755,
-0.11520504069731008,0.07362591248282663,
-0.06554237403064342,0.11368954884646301,
-0.017131707363976748,0.11697682157373573,
0.04087762596935658,0.08102227611919027,
0.09346162596935659,-0.018623178426264264,
0.1385336259693566,-0.12032317842626425,
0.17692829263602325,-0.18894499660808245,
0.1915349593026899,-0.17312499660808245,
0.1877789593026899,-0.09710681478990063,
0.16148695930268991,-0.027046814789900626,
0.12142295930268993,0.04753318521009938,
0.07509895930268991,0.06335318521009936,
0.022097625969356584,0.07814591248282665,
-0.024643707363976745,0.07794045793737209,
-0.08098370736397675,0.05903863975555391,
-0.13189837403064342,0.04917682157373574,
-0.1682063740306434,0.0021277306646448266,
-0.19324637403064343,7.318521009937184e-05,
-0.18990770736397675,0.014249548846463005,
-0.17738770736397674,0.07095500339191754,
-0.1519303740306434,0.13608409430100843,
-0.10644104069731009,0.13238591248282663,
-0.050518374030643416,0.12355136702828118,
0.01834162596935659,0.07136591248282664,
0.07468162596935658,0.06253136702828119,
0.10932029263602325,0.058216821573735734,
0.12684829263602324,0.04445136702828118,
0.12350962596935658,0.05349136702828119,
0.11641495930268991,0.0019222761191902832,
0.0959656259693566,0.015893185210099373,
0.06299629263602326,0.028220457937372094,
0.02334962596935658,0.031713185210099366,
-0.03173837403064341,0.041575003391917546,
-0.07221970736397675,-0.002803178426264267,
-0.10185037403064341,-0.01204863297171881,
-0.11186637403064341,-0.020883178426264262,
-0.10143304069731007,0.005825912482826642,
-0.0918343740306434,0.04897136702828119,
-0.06470770736397674,0.06520227611919027,
-0.030486374030643415,0.06376409430100846,
0.015837625969356582,0.008907730664644828,
0.07217762596935658,-0.027046814789900626,
0.11224162596935658,-0.04142863297171881,
0.1410376259693566,-0.03547045115353699,
0.15564429263602325,-0.015130451153536992,
0.15439229263602322,-0.0079395420626279,
0.1410376259693566,0.006647730664644823,
0.1197536259693566,0.004387730664644825,
0.08261095930268991,0.006031367028281186,
0.030861625969356585,-0.008350451153536994,
-0.010454374030643417,-0.050057723880809715,
-0.035911707363976746,-0.10470863297171881,
-0.04133704069731008,-0.14189590569899155,
-0.03215570736397675,-0.13182863297171882,
-0.020470374030643414,-0.11025590569899152,
-0.006281040697310079,-0.07224681478990064,
0.009160292636023255,-0.059919542062627895,
0.030861625969356585,-0.05519408751717335,
0.060074959302689926,-0.032799542062627904,
0.07593362596935659,-0.02519772388080972,
0.06925629263602325,-0.0013649966080824492,
0.04922429263602325,-0.006295905698991539,
0.02627095930268991,-0.032799542062627904,
0.00999495930268992,-0.040195905698991535,
0.0020656259693565826,-0.0192395420626279,
-0.005863707363976747,0.028425912482826637,
-0.015045040697310084,0.04609500339191754,
-0.020470374030643414,0.03746591248282664,
-0.017966374030643415,-0.0007486329717188087,
-0.0075330406973100825,-0.04471590569899153,
0.0003962926360232544,-0.05396136024444608,
